bibo:identifier,foaf:thumbnail
8ab164f5-2870-42c9-8cfa-8895e95ecfa0,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88491/full/200,151/0/default.jpg"
4f5be6e4-23d7-4836-a235-52ab31e54287,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88467/full/200,151/0/default.jpg"
faf6b999-a4eb-42b2-a362-5e9186906b88,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88399/full/200,151/0/default.jpg"
d617dde5-0026-4042-a624-6e902db16f09,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88436/full/200,151/0/default.jpg"
9b72b0d4-19d7-44f0-9c49-880d19ee1ba7,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88383/full/200,151/0/default.jpg"
dbd163fc-e58a-4370-ad83-853922124777,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88646/full/200,151/0/default.jpg"
2677072b-e4ee-4486-9132-8e3ca0ff918b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88381/full/200,151/0/default.jpg"
d6c001ac-a263-4d79-a43f-f4e27b813dae,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88440/full/200,151/0/default.jpg"
e13c2378-a61c-4813-b743-75313ab8670c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88545/full/200,151/0/default.jpg"
fb077b57-c097-4f57-9fd3-5465ba3b4902,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88601/full/200,151/0/default.jpg"
420d1a2c-2b75-47dc-ae79-b7edd8cf021d,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88625/full/200,151/0/default.jpg"
2bcd2596-d7c1-4b1c-83b7-e96086d6c38e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88634/full/200,151/0/default.jpg"
64f74734-ad61-43f8-bb16-4bc417528d55,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88465/full/200,151/0/default.jpg"
57f3766e-7f9c-4ec7-b9b5-a8a13f0292bb,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88518/full/200,151/0/default.jpg"
c1fad6eb-65e5-4048-9897-b22ac5c87922,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88812/full/200,151/0/default.jpg"
e737cf92-4fdc-4e16-956f-8897662420b7,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88450/full/200,151/0/default.jpg"
2156b6c6-d183-46e4-a7fd-58e957a924b4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88761/full/200,151/0/default.jpg"
0c8b54ab-740c-4ffc-adfd-aa9a958cc8f8,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88670/full/200,151/0/default.jpg"
0c9dc28f-4003-4820-ac40-b445c7ffcdcf,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88412/full/200,151/0/default.jpg"
f125f2e2-c68a-48fb-afde-c0ab45035ca8,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88790/full/200,151/0/default.jpg"
ec74cb91-6480-407a-aa4c-6499f3779179,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88837/full/200,151/0/default.jpg"
f3333751-983f-4fa6-b380-fa6ae65ab53e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88770/full/200,151/0/default.jpg"
6a2fef53-0b10-41c3-9333-34aea6fddbc7,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88479/full/200,151/0/default.jpg"
f62ec590-89f8-484a-bea0-7c4573ae0eb4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88614/full/200,151/0/default.jpg"
49f4152c-427e-4125-8cbb-b848ff2c6f82,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88398/full/200,151/0/default.jpg"
34925cc6-afb9-4f8b-84cf-ef6e91db91a1,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88477/full/200,151/0/default.jpg"
1d744463-81cb-4d9d-acbb-14a48c87b1d3,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88672/full/200,151/0/default.jpg"
d610d14e-1e33-4a20-9fb2-6de9e4e8a4ed,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88400/full/200,151/0/default.jpg"
db385887-15d8-4c0f-876b-d04f38764eff,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88611/full/200,151/0/default.jpg"
8480d2e7-bfff-4a8f-ac73-42c5adb87f5a,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88688/full/200,151/0/default.jpg"
8d6edbb7-278e-4a7c-9748-7f62bd75a927,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88464/full/200,151/0/default.jpg"
266a1f80-7283-4b68-8df2-6d30b00fadf0,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88823/full/200,151/0/default.jpg"
55c5cccf-0db1-4f2c-b832-09f76ae234ce,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88783/full/200,151/0/default.jpg"
5cd451ee-78bb-45e0-a5e0-a1c2be953dd0,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88599/full/200,151/0/default.jpg"
b847ac3a-1e19-4ae0-9033-75e04869fc38,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88551/full/200,151/0/default.jpg"
24840f4c-0119-4f27-9e02-c56cee534679,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88835/full/200,151/0/default.jpg"
e54e61c7-9123-4609-906b-02307b2fe3cc,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88621/full/200,151/0/default.jpg"
816dde7b-51de-463d-b956-929f0d7fd20e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88652/full/200,151/0/default.jpg"
59a9ef5a-e3f5-40b2-a8c2-7f0a73d0d6fd,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88581/full/200,151/0/default.jpg"
39d3218a-d186-485a-a62c-3337770764f4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88814/full/200,151/0/default.jpg"
d9da8fd4-13e2-4d01-9d0b-fe8a59641f3f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88423/full/200,151/0/default.jpg"
88c4b611-8495-4faf-86e3-9ccc7609a2f5,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88787/full/200,151/0/default.jpg"
42b288ea-ed94-4542-bac2-ae01712f88eb,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88748/full/200,151/0/default.jpg"
3b0d9555-4be4-44d5-92aa-3c2a22579140,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88442/full/200,151/0/default.jpg"
59e0e4f6-6422-4aec-8d41-3bc6b5dc8c15,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88679/full/200,151/0/default.jpg"
77023529-468b-4c2c-a4e7-a8b369351901,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88493/full/200,151/0/default.jpg"
60ad3d37-2107-44f6-be2d-39f7f6345552,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88543/full/200,151/0/default.jpg"
a024faf7-609c-4d22-9756-0413736ccee9,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88504/full/200,151/0/default.jpg"
81c75b28-439c-4ed7-88c7-ea34c11703d0,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88447/full/200,151/0/default.jpg"
cd9e9fe9-ea86-4bb9-841c-ca3b72671efb,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88502/full/200,151/0/default.jpg"
47962eec-b4f1-4ca2-b11c-27bd4d6afd9c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88836/full/200,151/0/default.jpg"
a9a42da2-5690-4ff0-873e-7768bb690a25,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88820/full/200,151/0/default.jpg"
b2ac18e8-3c5f-4f20-93a9-612fd657655a,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88607/full/200,151/0/default.jpg"
4b23abff-b852-449b-a279-64118bb67d57,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88854/full/200,151/0/default.jpg"
79836366-0ecb-421a-af7f-452cde42e104,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88663/full/200,151/0/default.jpg"
0cc30fa3-c885-45a1-9f8c-60fdf7484e3a,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88413/full/200,151/0/default.jpg"
faaaa296-2437-4a3e-84f4-fc2e56c2f2e6,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88758/full/200,151/0/default.jpg"
2059d9e6-d2dc-46c1-b801-a74a8234ef88,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88816/full/200,151/0/default.jpg"
9dde6b75-31fb-41b9-97d2-96170743a23c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88386/full/200,151/0/default.jpg"
7a473477-cba2-4ca5-abde-d20b0e2d0382,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88492/full/200,151/0/default.jpg"
2dd849aa-1887-4cd2-8806-49af67c030dc,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88666/full/200,151/0/default.jpg"
f56f1bac-d20d-416a-abea-89b05fbd338c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88485/full/200,151/0/default.jpg"
38b5238a-5527-4a46-bfd7-fa93a54b0064,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88385/full/200,151/0/default.jpg"
f8d13bc3-ffa9-40fd-9901-96261932de81,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88490/full/200,151/0/default.jpg"
9785da7c-0368-44f9-810f-6ac180b12185,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88739/full/200,151/0/default.jpg"
0f2bf383-deb5-422f-a21a-7e8b55406ac0,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88394/full/200,151/0/default.jpg"
79045dd9-9698-4e3e-b1a2-ef9176ac3aee,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88569/full/200,151/0/default.jpg"
a7d77dc2-316a-405e-9dc0-9f18eff3588b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88550/full/200,151/0/default.jpg"
a352eec7-d98d-4c71-88d0-905a19333918,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88850/full/200,151/0/default.jpg"
bfcc9f9c-6d18-40e7-a3de-a4f9ecd6cac1,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88833/full/200,151/0/default.jpg"
84e819a2-ac7d-4169-94ca-21c003eb8884,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88792/full/200,151/0/default.jpg"
b71e2fa4-4e1b-4380-8757-53174a2bbbfc,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88622/full/200,151/0/default.jpg"
341f540b-2c0b-46f9-8bc2-e2c7d30a48a4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88693/full/200,151/0/default.jpg"
b126b845-e1e2-4851-9bf8-cff1462e9a65,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88696/full/200,151/0/default.jpg"
b9325b6a-52db-42dd-ad3e-a141224e861e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88606/full/200,151/0/default.jpg"
7c9d002d-2a0f-4736-a153-6ec82ed1d262,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88620/full/200,151/0/default.jpg"
9bcc55ea-0efd-46a4-8974-7dc96b39587f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88408/full/200,151/0/default.jpg"
7bdeda73-f23f-4e96-8fc7-9ba4a128f1a2,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88800/full/200,151/0/default.jpg"
d51d2544-51cd-4df1-9e05-d82831e3114c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88389/full/200,151/0/default.jpg"
70a2e74c-8b63-433e-942d-b89c68bf4cad,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88852/full/200,151/0/default.jpg"
0b5b7462-195f-48c4-a9dd-330011d3c335,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88600/full/200,151/0/default.jpg"
61d72c58-cf31-4262-ac3f-d7bd96c84f9e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88585/full/200,151/0/default.jpg"
4f89a390-9097-48fc-bfef-95280a35ab6b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88728/full/200,151/0/default.jpg"
1138ae11-d3ca-4207-9f1a-5ae903558d94,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88753/full/200,151/0/default.jpg"
8e247359-9856-47f0-83b1-88b7ecdb0f71,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56120/full/200,151/0/default.jpg"
128b49e4-4960-4059-a224-8c32197d2a1f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56122/full/200,151/0/default.jpg"
95532cea-78eb-462c-925b-72b9c5052f1f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56124/full/200,151/0/default.jpg"
f0a6fd8d-d11c-4384-9bf8-08ccf90c0b84,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56126/full/200,151/0/default.jpg"
975ebb8a-129a-445d-91cc-ee84cc1532ee,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56128/full/200,151/0/default.jpg"
334c314d-dba2-4342-ad68-fad003373aca,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56130/full/200,151/0/default.jpg"
5f462d65-5d03-43da-a20d-c8a33c66fe96,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56132/full/200,151/0/default.jpg"
6670e359-8115-4fd6-a45d-b5d576a8bac2,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56134/full/200,151/0/default.jpg"
e3315052-68df-4a61-bdf7-05788eb1dcc7,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56136/full/200,151/0/default.jpg"
6d2f3dd8-8e19-43b1-a46e-9f8ea39425ba,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56138/full/200,151/0/default.jpg"
321629cb-157b-420b-83a6-ccfef5d8f2c1,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56140/full/200,151/0/default.jpg"
9880d08d-b3f3-4849-995a-b6f18a2a99a3,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56144/full/200,151/0/default.jpg"
dc537461-0dfd-4e56-b8cb-fac3dc48ec4f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56146/full/200,151/0/default.jpg"
4c1d0ab7-7614-4d49-bfcb-f88203646301,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56148/full/200,151/0/default.jpg"
fafc3fa5-ffe8-4fc2-93f1-06d59c474a36,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56150/full/200,151/0/default.jpg"
7c763991-93a4-4f94-9d92-4026d5802940,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56152/full/200,151/0/default.jpg"
79236a7c-6afe-4373-b3ae-ed46005bf7fe,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56154/full/200,151/0/default.jpg"
01d95b4a-a1ae-4a0f-b60d-30eb7cab3be3,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56156/full/200,151/0/default.jpg"
39464f26-c32c-4b0d-aa06-6d024e6ea992,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56158/full/200,151/0/default.jpg"
699bd3dd-857c-4f09-b200-9072975b3ce6,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56160/full/200,151/0/default.jpg"
a15baf5f-c2cb-4e8e-9742-f66294a855ee,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56162/full/200,151/0/default.jpg"
506a957e-b5c1-4261-892a-8134de0e9bc2,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56164/full/200,151/0/default.jpg"
2a100f9b-3394-414c-9146-92db2fe72e7f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56166/full/200,151/0/default.jpg"
896ef8ce-4115-4764-a608-f488cb030c4d,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56168/full/200,151/0/default.jpg"
5912c6bc-a4cb-415b-afc3-c1513898ba19,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56170/full/200,151/0/default.jpg"
f78e03c0-ad65-461f-bbc9-be0b5620c171,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56172/full/200,151/0/default.jpg"
faeb9a0c-d4cb-41f9-97b7-8d0967cd28ae,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56174/full/200,151/0/default.jpg"
9b64097d-7a2c-439d-8907-e47601d2bc4b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56176/full/200,151/0/default.jpg"
da9e9542-ea98-4a28-989b-03cd932eee97,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56177/full/200,151/0/default.jpg"
ec32b18f-6409-4263-bc9c-aa3f08288914,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56179/full/200,151/0/default.jpg"
ad781002-f061-4fd7-a82b-46134a8e5199,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56181/full/200,151/0/default.jpg"
e2893a4e-19f3-42f7-887f-de8d5b16cfcb,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56183/full/200,151/0/default.jpg"
178b7733-3530-4307-93fc-57118c73f139,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56185/full/200,151/0/default.jpg"
95ece5a6-ede9-4cb6-8520-446eef821358,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56187/full/200,151/0/default.jpg"
40f2f61b-c54f-4e5f-8e04-e812c0528f79,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56189/full/200,151/0/default.jpg"
69001f19-436c-46e0-8c7f-679d3e7a903e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56191/full/200,151/0/default.jpg"
7fc2992f-a8c4-4fd7-b1b4-269ea3c6d1ad,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56193/full/200,151/0/default.jpg"
f82074bf-926f-4a33-92bb-9f4c75d81d75,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56195/full/200,151/0/default.jpg"
bee38f0e-d6fc-444d-9140-8d70cebce110,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56197/full/200,151/0/default.jpg"
2fe5f21a-fa37-4dc6-9753-755df1ef3faa,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56199/full/200,151/0/default.jpg"
723553d0-4a10-43fa-991c-7e46c6b6b01d,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56201/full/200,151/0/default.jpg"
5948d450-d1c5-4df9-b656-8984399747f7,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56203/full/200,151/0/default.jpg"
20af3de7-0f0b-407b-ab8a-6c0ae4c72970,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56207/full/200,151/0/default.jpg"
f20d2fc7-27f8-4494-86c8-99a6cd1fbb7c,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56213/full/200,151/0/default.jpg"
ea2b53ce-7d17-47dd-bbca-678be036cf22,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56215/full/200,151/0/default.jpg"
340f027a-f302-4db0-ba9e-e0a17ab0d5ff,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56221/full/200,151/0/default.jpg"
6efc7586-f05b-4a06-ab2e-03a9b26dad6f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56225/full/200,151/0/default.jpg"
9a0a8f47-f62c-475c-8827-625b5c10e89b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56227/full/200,151/0/default.jpg"
a69ce079-a15b-477f-a48e-1668d8fad012,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56229/full/200,151/0/default.jpg"
dee975b1-cbc8-4d06-84ce-c15ba97f99f5,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56231/full/200,151/0/default.jpg"
c5da21ff-b760-4082-9d86-be301fb3ed8f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56233/full/200,151/0/default.jpg"
514e8d22-812d-44ff-80b2-c30382bba828,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56234/full/200,151/0/default.jpg"
444f11e8-2d84-416a-b44c-9fdc3e9872ff,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56235/full/200,151/0/default.jpg"
f3b22d38-1a91-4e0f-97e8-7b94175212b2,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56237/full/200,151/0/default.jpg"
6e463a51-b463-45c3-b28a-8fd90d61ad6b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56239/full/200,151/0/default.jpg"
ab997982-1291-473e-96e4-b6f2ba43f844,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56241/full/200,151/0/default.jpg"
9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56243/full/200,151/0/default.jpg"
9c2a9bf3-e973-4ac9-a509-6bcd4ff4d3f1,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56245/full/200,151/0/default.jpg"
bf683b4c-4826-4a2e-b52c-fe639bad0740,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56246/full/200,151/0/default.jpg"
67acc5ab-0d8c-4859-bd52-ff54ea7287ea,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56247/full/200,151/0/default.jpg"
de178c2c-3d77-4db1-9475-cc354f52d949,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56248/full/200,151/0/default.jpg"
6802af37-c631-4457-980b-23304ebb5dda,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56250/full/200,151/0/default.jpg"
7587e79f-9f2a-4e86-bea0-69ceacb25fcb,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56252/full/200,151/0/default.jpg"
960e5c0e-7e49-431e-a0b9-68c7fe1225a8,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56254/full/200,151/0/default.jpg"
f50bff07-5e2e-4af8-9198-4d21509564e4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56256/full/200,151/0/default.jpg"
b924627d-fa0f-47ad-b857-97107e67d99a,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56258/full/200,151/0/default.jpg"
49d2a06d-6963-441c-8f6b-15b66fab2b0d,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56260/full/200,151/0/default.jpg"
d2ed9a62-5c51-4c50-9504-3611ca87d1d4,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56262/full/200,151/0/default.jpg"
c40168da-4e53-49a0-8718-3be8c3581356,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56268/full/200,151/0/default.jpg"
f40e1fbb-3f24-4dc8-ba7d-54bd609944cd,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56270/full/200,151/0/default.jpg"
2b879423-85fe-4cea-baea-20cc4208d437,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56284/full/200,151/0/default.jpg"
6e37e8da-5b85-497d-a808-37c36ce52017,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56296/full/200,151/0/default.jpg"
be244dfd-c90a-4246-9515-37c207e88d35,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56298/full/200,151/0/default.jpg"
042cfa10-cdfd-49b5-a874-de2e7b01ec27,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56300/full/200,151/0/default.jpg"
54962436-91be-463e-ae2c-f6492a08f0a2,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56302/full/200,151/0/default.jpg"
aef7f7cd-4f89-45ed-a418-5bee7deebf27,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56304/full/200,151/0/default.jpg"
eea52f09-2bc8-4bd6-9bf9-0113639b1872,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56307/full/200,151/0/default.jpg"
a2e9281a-72d0-4d89-9fb4-193525f2f7f6,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56309/full/200,151/0/default.jpg"
354b6534-0849-4130-99db-8e702886801e,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56311/full/200,151/0/default.jpg"
71abec64-0094-44b5-a4c2-e586c9f019b3,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56312/full/200,151/0/default.jpg"
8503da0e-6602-4c4d-ba66-a6756cb5d84b,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56313/full/200,151/0/default.jpg"
68207ecd-aa80-4e3a-8e81-ac3361759748,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56314/full/200,151/0/default.jpg"
1cf57b79-c345-46ce-9012-9004e34e1a76,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56315/full/200,151/0/default.jpg"
ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56316/full/200,151/0/default.jpg"
237f408d-d2a1-41af-9d7f-75dc5ac4b481,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56318/full/200,151/0/default.jpg"
fdbbd3d9-f6bc-49b8-a37a-79a89df91230,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56321/full/200,151/0/default.jpg"
d48929ec-f371-4f74-9574-b986a60be90a,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56323/full/200,151/0/default.jpg"
2f07c181-6010-4f9f-b767-2b8f6c45703f,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56324/full/200,151/0/default.jpg"
31f24049-731d-405e-abd4-57e7569838a5,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56326/full/200,151/0/default.jpg"
e957e398-91ec-4d6a-8c06-d15e6316ccb5,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56328/full/200,151/0/default.jpg"
