archiveshub:note	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	dcndl:alternative	dcndl:callNumber	dcndl:sourceIdentifier	dcndl:volume	dcterms:alternative	dcterms:contributor	dcterms:created	dcterms:creator	dcterms:date	dcterms:description	dcterms:extent	dcterms:format	dcterms:identifier	dcterms:isPartOf	dcterms:language	dcterms:publisher	dcterms:relation	dcterms:rights	dcterms:subject	dcterms:title	dcterms:type	bibo:identifier	bibo:numVolumes	bibo:shortDescription	bibo:volume	http://purl.org/utrepo/koumin#facsimile	http://purl.org/utrepo/koumin#jyo	http://purl.org/utrepo/koumin#mark	http://purl.org/utrepo/koumin#moku	http://purl.org/utrepo/koumin#rui	http://purl.org/utrepo/koumin#titleA	http://purl.org/utrepo/koumin#titleB	http://purl.org/utrepo/koumin#titleC	http://purl.org/utrepo/koumin#titleD	uterms:annotedManifest	uterms:bunko	uterms:databaseLabel	uterms:linkToTapas	uterms:manifestUri	uterms:sort	uterms:year	rdf:type	rdfs:seeAlso	foaf:thumbnail
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36×25	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c6f73722-5a01-4d84-832c-d9329c82c8e5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	鹿島大神宮託曰	鯰絵	c6f73722-5a01-4d84-832c-d9329c82c8e5															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81658/manifest	175	1855	http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81658	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88555/full/200,151/0/default.jpg
3枚続き	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										明治29年6月15日		36×23	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		画工 印刷発行 日本橋区新葭町2番地 楠山橘次郎	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/7e58e84f-31ab-44e9-8955-0f7717597a4e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	北陸三県大つなみ縁かいな節	錦絵	7e58e84f-31ab-44e9-8955-0f7717597a4e															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81659/manifest	187	1896	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81659	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88567/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36×51	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1d4a87b7-00f5-4c3e-b7b8-a1712a194d54	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	江戸大地しん大火場所附	かわら版	1d4a87b7-00f5-4c3e-b7b8-a1712a194d54															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81660/manifest	27	1855	http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81660	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88407/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36.5×25	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d9a5a114-2ca6-40f3-99ea-3148f2415e45	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	差出し申御詫一札之事	鯰絵	d9a5a114-2ca6-40f3-99ea-3148f2415e45															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81661/manifest	136	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81661	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88516/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政5年11月12日		36×49	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d4930449-c69b-401e-b845-4682c1e1666e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	安政五年午十一月江戸大火	かわら版	d4930449-c69b-401e-b845-4682c1e1666e															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81662/manifest	265	1858	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81662	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88645/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												25×18	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		広重画	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c363159a-0c44-49ae-9e06-25315eddb52b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	名所案内	府県名所図会阿波鳴門	錦絵	c363159a-0c44-49ae-9e06-25315eddb52b															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81663/manifest	342		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81663	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88722/full/200,151/0/default.jpg
03ー022に同じ、東大赤門前、木内誠古書店、金1円50銭の札有り	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										明治24年11月18日		39×51	石版		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		都新聞明治24年11月18日、2062号	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/411a847d-5121-4751-8cd8-d492b98f2a81	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	都新聞付録(愛知岐阜県震災図)	新聞	411a847d-5121-4751-8cd8-d492b98f2a81															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81664/manifest	209	1891	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81664	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88589/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36.5×25.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		五渡亭国貞画	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/44a20733-5d63-46a0-aced-3a70bee5f639	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	中村芝翫 七変化所作事の内	鯰絵	44a20733-5d63-46a0-aced-3a70bee5f639															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81665/manifest	89	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81665	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88469/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年11月4日		15×22	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ba3c71ea-496e-4988-a4d6-67299f06b6b9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	大地震大津浪安達原三段目秡文句	かわら版	ba3c71ea-496e-4988-a4d6-67299f06b6b9															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81666/manifest	312	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81666	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88692/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年11月4日		24.5×31.5	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		浪花 本清版	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/14910b0c-a05b-4880-92b7-06026c380a0d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	大地震大津浪場所書上之覚	かわら版	14910b0c-a05b-4880-92b7-06026c380a0d															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81667/manifest	323	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81667	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88703/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												31×49	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		江戸時代刊行、版元:桐林堂	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/36bc2639-458c-4f3f-88c2-d4c258095825	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	諸国温泉鑑 上州草津温泉図	番付	36bc2639-458c-4f3f-88c2-d4c258095825															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81668/manifest	404		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81668	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88784/full/200,151/0/default.jpg
4枚組	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		34.5×95.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/64a7de91-577c-4723-a140-9417f701d200	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	安政改正泰平盤石図会	かわら版	64a7de91-577c-4723-a140-9417f701d200															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81669/manifest	228	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81669	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88608/full/200,151/0/default.jpg
効能書、道程などあり	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												35.5×51	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		湯元刊、文会堂彫	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ac775767-82dd-47f3-a8fc-1df9c33b9b76	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	越中国新川郡黒薙温泉引札(仮)	錦絵	ac775767-82dd-47f3-a8fc-1df9c33b9b76															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81670/manifest	398		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81670	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88778/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		34×25	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/7dec37d1-65c7-456c-8653-75f77172fad4	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	地震世相かるた/今にだんだん大層よくなるよ、世の中(仮)	鯰絵	7dec37d1-65c7-456c-8653-75f77172fad4															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81671/manifest	108	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81671	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88488/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												18.5×26	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		日本橋南箔屋町13 熱海庵 西村忠輔	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/756f20a0-db6e-4a68-857b-e93d0b69fc95	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	豆州熱海温泉湯治所		756f20a0-db6e-4a68-857b-e93d0b69fc95															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81672/manifest	472		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81672	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88848/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										万延1年		23×30	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9d569078-e879-4195-8fad-bc46fbf21229	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	その他	富士山に異国人登山(仮)	かわら版	9d569078-e879-4195-8fad-bc46fbf21229															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81673/manifest	425	1860	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81673	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88805/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年		31×24	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/a743fd9c-bb54-4820-a7e4-f285bfed27ed	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	聖代要廼磐寿恵	番付	a743fd9c-bb54-4820-a7e4-f285bfed27ed															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81674/manifest	279	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81674	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88659/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										嘉永7年11月4日		21×27	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2d0f33bc-f372-4b2a-abdc-d49c6dd70f04	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	世相狂歌(仮)	かわら版	2d0f33bc-f372-4b2a-abdc-d49c6dd70f04															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81675/manifest	325	1854	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81675	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88705/full/200,151/0/default.jpg
09-024とは色違い	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												37×49	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		9-24の異版	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/920f7cb3-92fd-44ea-b7e8-4be00af43602	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	最上郡肘折温泉図	錦絵	920f7cb3-92fd-44ea-b7e8-4be00af43602															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81676/manifest	399		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81676	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88779/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												57×40	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d7884fef-91fd-41f6-bb7e-97cab05da181	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	名所案内	越中国立山禅定名所附図別当岩峅寺		d7884fef-91fd-41f6-bb7e-97cab05da181															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81677/manifest	344		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81677	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88724/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												33.5×48			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		野州都賀郡壬生住 鬢峰写、版元:吉見屋善十郎	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1a214cc3-b93b-416e-9c3f-88f1a9bd3510	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	野州日光山温泉図		1a214cc3-b93b-416e-9c3f-88f1a9bd3510															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81678/manifest	453		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81678	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88829/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										明治20年6月30日		48×33.5	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		編輯・出版人:芝区露月町36 川瀬庄兵衛方 垣本源次郎、定価:三銭	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/3b6b63ae-0f38-48be-9a2f-a7de5c48a748	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	温泉案内	諸国温泉一覧		3b6b63ae-0f38-48be-9a2f-a7de5c48a748															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81679/manifest	471	1887	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81679	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88847/full/200,151/0/default.jpg
単色刷り(鯰)	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		18×23	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/18a40069-9c58-4dee-bd18-2459ac0263f5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	ゆらゆら豊問答	かわら版	18a40069-9c58-4dee-bd18-2459ac0263f5															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81680/manifest	303	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81680	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88683/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35×48.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/0c3cb45a-0c0c-4c70-84d0-41378c6fe2f3	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	ほね抜どぞう・なまづおなんぎ大家破焼	鯰絵	0c3cb45a-0c0c-4c70-84d0-41378c6fe2f3															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81681/manifest	174	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81681	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88554/full/200,151/0/default.jpg
02-041と同一版(こちらのほうが状態が良い)	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		36.5×25	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ef709343-a426-4765-a047-3de79a7bc000	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	振出し鯰薬	鯰絵	ef709343-a426-4765-a047-3de79a7bc000															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81682/manifest	134	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81682	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88514/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		35.5×25	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2016d69f-b314-489f-aa15-88b7691bd018	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	大津ぶれぶし	鯰絵	2016d69f-b314-489f-aa15-88b7691bd018															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81683/manifest	106	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81683	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88486/full/200,151/0/default.jpg
右端欠	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												30×?	木版(墨一色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		内藤新宿 扇屋又兵衛(宿屋)	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/53f099ea-5cd7-4288-99f3-eb9ee99af279	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	名所案内	富士参詣道	引札	53f099ea-5cd7-4288-99f3-eb9ee99af279															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81684/manifest	441		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81684	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88817/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										安政2年10月2日		25×36	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8b26a317-9444-479e-92c5-f280a3cb73d0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	ぢきに直る世	鯰絵	8b26a317-9444-479e-92c5-f280a3cb73d0															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81685/manifest	66	1855	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81685	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88446/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection										明治21年7月24日		37.5×51.5	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/		版元 岡田松之助	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f29937b6-bcf9-43c8-abfa-c9c55eac26d6	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	災害	磐梯山噴火実況之図	錦絵	f29937b6-bcf9-43c8-abfa-c9c55eac26d6															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81686/manifest	361	1888	http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81686	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88741/full/200,151/0/default.jpg
3枚組	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection												34×23	木版(多色)		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9333707f-2308-49a3-87ac-b7e96ce63459	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	名所案内	源氏四季ノ内冬	錦絵	9333707f-2308-49a3-87ac-b7e96ce63459															石本コレクション		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81687/manifest	347		http://purl.org/dc/dcmitype/Image|http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81687	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88727/full/200,151/0/default.jpg
