archiveshub:note	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	dcndl:alternative	dcndl:callNumber	dcndl:sourceIdentifier	dcndl:volume	dcterms:alternative	dcterms:contributor	dcterms:created	dcterms:creator	dcterms:date	dcterms:description	dcterms:extent	dcterms:format	dcterms:identifier	dcterms:isPartOf	dcterms:language	dcterms:publisher	dcterms:relation	dcterms:rights	dcterms:subject	dcterms:title	dcterms:type	bibo:identifier	bibo:numVolumes	bibo:shortDescription	bibo:volume	http://purl.org/utrepo/koumin#facsimile	http://purl.org/utrepo/koumin#jyo	http://purl.org/utrepo/koumin#mark	http://purl.org/utrepo/koumin#moku	http://purl.org/utrepo/koumin#rui	http://purl.org/utrepo/koumin#titleA	http://purl.org/utrepo/koumin#titleB	http://purl.org/utrepo/koumin#titleC	http://purl.org/utrepo/koumin#titleD	uterms:annotedManifest	uterms:bunko	uterms:databaseLabel	uterms:linkToTapas	uterms:manifestUri	uterms:sort	uterms:year	rdf:type	rdfs:seeAlso	foaf:thumbnail
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1465-090-26		成化1.9.26				0040-00012	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/48f44c84-ee19-4ccc-8d80-d137e0be406a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		敎唆寫本狀人發邊衞充軍例		48f44c84-ee19-4ccc-8d80-d137e0be406a	第8冊		卷40	下-193上表	第1條	乙5-610(40-2)	敎唆詞訟	刑部類	敎唆寫本狀人發邊衞充軍例	敎唆寫本狀人發邊衞充軍例	敎唆寫本狀人發邊衞充軍例	敎唆寫本狀人發邊衞充軍例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100355/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100355	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100883/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1466-010-06		成化2.1.6				0040-00013	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2b59b091-f846-4169-bb6c-08a03ea86dff	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		內外替寫本狀捏詞敎唆之人發邊遠充軍例		2b59b091-f846-4169-bb6c-08a03ea86dff	第8冊		卷40	下-193上裏	第2條	乙5-610(40-3)	敎唆詞訟	刑部類	內外替寫本狀捏詞敎唆之人發邊衞充軍例	內外替寫本狀捏詞敎唆之人發邊衞充軍例	內外替寫本狀捏詞敎唆之人發邊遠充軍例	內外替寫本狀捏詞敎唆之人發邊遠充軍例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100356/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100356	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104218/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1466-020-06		成化2.2.6				0040-00015	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/191f6e9b-cccd-47ce-aa9a-174ee3c44852	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		在京替寫本狀敎唆之人照常例發落例		191f6e9b-cccd-47ce-aa9a-174ee3c44852	第8冊		卷40	下-194下表	第3條	乙5-613(40-4)	敎唆詞訟	刑部類	在京替寫本狀敎唆之人照常例發落例	在京替寫本狀敎唆之人照常例發落例	在京替寫本狀敎唆之人照常例發落例	在京替寫本狀敎唆之人照常例發落例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100357/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100357	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102963/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1471-120-04		成化7.12.4				0040-00017	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/725d3d9f-9112-410a-bcd6-e5074a39313a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		受財兜掜原籍本來京頂名奏告及用財雇倩他人事發一體爲民充軍例		725d3d9f-9112-410a-bcd6-e5074a39313a	第8冊		卷40	下-195下表	第4條	乙5-614(40-5)	敎唆詞訟	刑部類	受財兜攬原籍本狀來京頂名奏告及用財雇倩他人事發一體爲民充軍例	受財兜掜原籍本狀來京項名奏告及用財雇倩他人事發一體爲民充軍例	受財兜攬原籍本[狀]來京頂名奏告及用財雇倩他人事發一體爲民充軍例	受財兜掜原籍本來京頂名奏告及用財雇倩他人事發一體爲民充軍例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100358/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100358	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103846/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1474-110-18		成化10.11.18				0040-00020	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0a71f32e-5474-4653-b1a1-3be245f75944	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例		0a71f32e-5474-4653-b1a1-3be245f75944	第8冊		卷40	下-197上表	第5條	乙5-616(40-6)	敎唆詞訟	刑部類	在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例	在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例	在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例	在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100359/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100359	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103890/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1471-050-16		[成化7.5.16]				0040-00023	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/044fb94d-f554-4c4f-a85e-166aa95642a5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		[邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例]		044fb94d-f554-4c4f-a85e-166aa95642a5	第8冊		卷40	下-198上裏	第6條	乙5-619(40-7)	敎唆詞訟	刑部類	邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例	邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例	邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例	[邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例]			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100360/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100360	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104083/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1485-110-03		成化21.11.3				0040-00025	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b7e2107e-d4a6-4653-88c3-a7d7f5070f61	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		主文結掜事發害人纍犯不悛及徒罪以上者充軍		b7e2107e-d4a6-4653-88c3-a7d7f5070f61	第8冊		卷40	下-199下表	第7條	乙5-620(40-8)	敎唆詞訟	刑部類	主文結黨捏寫發害人纍犯不悛及徒罪以上者充軍	主文結黨捏寫發害人纍犯不悛及徒罪以上者充軍	主文結[黨]捏(事)[寫]發害人纍犯不悛及徒罪以上者充軍	主文結掜事發害人纍犯不悛及徒罪以上者充軍			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100361/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100361	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103166/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1484-070-28		成化20.7.28				0040-00030	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/97f6106a-0025-43e6-b526-93a572e26fc8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		首軍不實者與敎唆人俱充軍		97f6106a-0025-43e6-b526-93a572e26fc8	第8冊		卷40	下-202上表	第8條	乙5-624(40-9)	敎唆詞訟	刑部類	首軍不實者與敎唆人俱充軍	首軍不實者與敎唆人俱充軍	首軍不實者與敎[唆]人俱充軍	首軍不實者與敎唆人俱充軍			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100362/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100362	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103195/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1488-050-99		弘治1.5				0040-00031	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2c6ed3bc-84cd-41ce-a758-8133a641b3a0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		虚置雲南夷人赴京奏訴幷客人敎唆等項		2c6ed3bc-84cd-41ce-a758-8133a641b3a0	第8冊		卷40	下-202下表	第9條	乙5-625(40-10)	敎唆詞訟	刑部類	處置雲南夷人赴京奏訴竝容人敎唆等項	處置雲南夷人赴京奏訴幷客人敎唆等項	處置雲南夷人赴京奏訴竝容人敎唆等項	虚置雲南夷人赴京奏訴幷客人敎唆等項			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100363/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100363	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101047/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1471-050-21		成化7.5.21				0040-00032	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/85532361-d9ab-499d-9de6-2510a7edc35d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		四川軍民等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例		85532361-d9ab-499d-9de6-2510a7edc35d	第8冊		卷40	下-203上表	第1條	乙5-626(40-11)	軍民約會詞訟	刑部類	四川軍民人等奏告詞訟除行都司所屬建昌等衙芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例	四川軍民人等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免其問罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例	四川軍民[人]等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例	四川軍民等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100364/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100364	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102210/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1473-040-17		成化9.4.17				0040-00036	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4fe86dab-a882-4fa7-97a3-7258ce0c1797	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		軍衞有司會官約問罪囚不許托故延調例		4fe86dab-a882-4fa7-97a3-7258ce0c1797	第8冊		卷40	下-205上表	第2條	乙5-628(40-12)	軍民約會詞訟	刑部類	軍衞有司會官約問罪囚不許托故延調例	軍衞有司會官納問罪囚不許托故延調例	軍衞有司會官約問罪囚不許托故延調例	軍衞有司會官約問罪囚不許托故延調例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100365/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100365	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104340/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1481-050-10		成化17.5.10				0040-00039	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/cc784669-f970-47e1-b1b6-67c69ffd90c1	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例		cc784669-f970-47e1-b1b6-67c69ffd90c1	第8冊		卷40	下-206下表	第3條	乙5-630(40-13)	軍民約會詞訟	刑部類	軍民約問詞訟行就近衙門委官勘問有違定限者竝聽參問例	軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例	軍民約問詞訟行就近衙門委官勘問有遣定限者竝聽參問例	軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100366/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100366	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101148/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1488-020-06		弘治1.2.6				0040-00045	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f194b11d-94b1-4b49-9c94-733a3430b610	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		在外約問軍民詞訟止會附近其有杭矩占恡等項參提門罪		f194b11d-94b1-4b49-9c94-733a3430b610	第8冊		卷40	下-209下表	第4條	乙5-635(40-14)	軍民約會詞訟	刑部類	在外約問軍民詞訟止會附近其有抗拒佔恡等項參提問罪	在外約問軍民詞訟止會附近其有抗拒占恡等項參提問罪	在外約問軍民詞訟止會附近其有(杭)[抗](矩)[拒]占恡等項參提(門)[問]罪	在外約問軍民詞訟止會附近其有杭矩占恡等項參提門罪			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100367/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100367	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101587/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1488-050-99		弘治1.5				0040-00048	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e85d75fb-a1dc-4ef8-8d41-962226c3c179	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		軍民詞訟照例會官檢勘依限完報		e85d75fb-a1dc-4ef8-8d41-962226c3c179	第8冊		卷40	下-211上表	第5條	乙5-637(40-15)	軍民約會詞訟	刑部類	軍民詞訟照例會官檢勘依限完報	軍民詞訟照例會官檢勘依限完報	軍民詞訟照例會官檢勘依限完報	軍民詞訟照例會官檢勘依限完報			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100368/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100368	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102172/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1489-050-06		弘治2.5.6				0040-00049	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2fe3fe9e-3030-404f-8f1a-5436c6c0d03a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		人民及軍民相干事務委官會勘推調及違限不完問罪例		2fe3fe9e-3030-404f-8f1a-5436c6c0d03a	第8冊		卷40	下-211下表	第6條	乙5-638(40-16)	軍民約會詞訟	刑部類	人命及軍民相干事務委官會勘推調及違限不完問罪[例]	人命及軍民相干事務委官會勘推調及違限不完問罪	人(民)[命]及軍民相干事務委官會勘推調及違限不完問罪例	人民及軍民相干事務委官會勘推調及違限不完問罪例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100369/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100369	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102549/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1490-050-99		弘治3.5				0040-00051	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/48db766a-96a2-41b2-b07e-9185779c9693	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		各處鎭守官不許受理詞訟		48db766a-96a2-41b2-b07e-9185779c9693	第8冊		卷40	下-212下表	第7條	乙5-639(40-17)	軍民約會詞訟	刑部類	各處鎭守[官]不許受理詞訟	各處鎭守不許受理詞訟	各處鎭守官不許受理詞訟	各處鎭守官不許受理詞訟			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100370/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100370	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102236/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:8					1493-050-99		弘治6.5				0040-00052	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/6bc19245-bff4-4e99-bfb0-906271387077	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		弘治六年五月日戶部等衙門尚書等官葉等題		6bc19245-bff4-4e99-bfb0-906271387077	第8冊		卷40	下-213上表	第8條	乙5-640(40-17)	軍民約會詞訟	刑部類	なし	なし	[各處鎭守官不許受理詞訟]	弘治六年五月日戶部等衙門尚書等官葉等題			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100371/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100371	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101354/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:9					1465-010-22		成化1.1.22				0041-00006	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/47e8dbb1-b94a-47c1-a369-ef0a61bbbb96	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		文職官吏監生知印承差犯枉法滿貫絞罪充軍例		47e8dbb1-b94a-47c1-a369-ef0a61bbbb96	第9冊		卷41	下-215下表	第1條	乙5-645(41-1)	官吏受財(官吏受贓)	刑部類	文職官吏監生知印承差犯枉法滿貫絞罪充軍例/前件成化元年正月二十三日侵欺船料價銀事	文職官吏監生知印承差犯枉法滿貫絞罪充軍例/前件成化元年正月二十三日侵欺舡料價銀事	文職官吏監生知印承差犯枉法滿貫絞罪充軍例	文職官吏監生知印承差犯枉法滿貫絞罪充軍例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100372/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100372	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103956/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:9					1466-030-16		成化2.3.16				0041-00007	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c9065ad5-dee6-4e9f-94c9-8de270bfc8d0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		官吏犯贓者顯跡者遇革仍提對理發落例		c9065ad5-dee6-4e9f-94c9-8de270bfc8d0	第9冊		卷41	下-216上表	第2條	乙5-646(41-2)	官吏受財(官吏受贓)	刑部類	官吏犯贓有顯跡者遇革仍提對理發落例/前件成化二年三月十六日開讀事	官吏犯贓有顯跡者遇革仍提對理發落例/前件成化二年三月十六日開讀事	官吏犯贓(者)[有]顯跡者遇革仍提對理發落例	官吏犯贓者顯跡者遇革仍提對理發落例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100373/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100373	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103867/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:9					1466-070-20		成化2.7.20				0041-00009	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5f122129-888e-4a2a-ae32-3929295e7039	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		公差人員不許索要王府財物例		5f122129-888e-4a2a-ae32-3929295e7039	第9冊		卷41	下-217上表	第1條	乙5-648(41-3)	在官求索借貸人財物	刑部類	公差人員不許索要王府財物例/前件成化二年七月二十日申明舊例事	公差人員不許索要王府財物例/前件成化二年七月二十日申明舊例事	公差人員不許索要王府財物例	公差人員不許索要王府財物例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100374/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100374	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100920/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:9					1468-050-99		成化4.5				0041-00011	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2bdbb813-9b4a-4c25-aafe-11be39e9a698	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		柴夫人等訐告本廠官吏贓私不行本廠徑行巡按等官委官査勘提問		2bdbb813-9b4a-4c25-aafe-11be39e9a698	第9冊		卷41	下-218上表	第2條	乙5-649(41-4)	在官求索借貸人財物	刑部類	柴夫人等訐告本廠官吏贓私不行本廠徑行巡按等官委官査勘提問/前件成化四年五月內貪官侵剋柴炭價求索害民等事	柴夫人等訐告本廠官吏贓私不行本廠徑行巡按等官委官査勘提問/前件成化四年五月內貪官侵剋柴炭價求索害民等事	柴夫人等訐告本廠官吏贓私不行本廠徑行巡按等官委官査勘提問	柴夫人等訐告本廠官吏贓私不行本廠徑行巡按等官委官査勘提問			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100375/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100375	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104051/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A00:6290:9					1470-070-20		成化6.7.20				0041-00012	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5d5dd13d-e7d7-43b3-8873-83e1743c88b1	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse		申明公差索官要王府錢物處死例		5d5dd13d-e7d7-43b3-8873-83e1743c88b1	第9冊		卷41	下-218下表	第3條	乙5-649(41-5)	在官求索借貸人財物	刑部類	申明公差官索要王府錢物處死例/前件成化六年七月二十日申明舊例事	申明公差官索要王府錢物處死例/前件成化六年七月二十日申明舊例事	申明公差官索要王府錢物處死例	申明公差索官要王府錢物處死例			皇明條法事類纂デジタルアーカイブ		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/100376/manifest			http://omeka.org/s/vocabs/o#Item|http://purl.org/dc/dcmitype/Image	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100376	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104346/full/200,151/0/default.jpg
